"Segment","Country","Product","Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales","Discounts"," Sales","COGS","Profit","Date","Month Number","Month Name","Year"
"Government","Canada","Carretera","Medium","819"," $ 3 "," $ 7 "," $ 5,733 "," $ 516 "," $ 5,217 "," $ 4,095 "," $ 1,122 ","7/1/2014","7","July","2014"
"Channel Partners","Germany","Carretera","Medium","1580"," $ 3 "," $ 12 "," $ 18,960 "," $ 1,706 "," $ 17,254 "," $ 4,740 "," $ 12,514 ","9/1/2014","9","September","2014"
"Government","Mexico","Carretera","Medium","521"," $ 3 "," $ 7 "," $ 3,647 "," $ 328 "," $ 3,319 "," $ 2,605 "," $ 714 ","12/1/2014","12","December","2014"
"Government","United States of America","Paseo","Medium","973"," $ 10 "," $ 20 "," $ 19,460 "," $ 1,751 "," $ 17,709 "," $ 9,730 "," $ 7,979 ","3/1/2014","3","March","2014"
"Government","Mexico","Paseo","Medium","1038"," $ 10 "," $ 20 "," $ 20,760 "," $ 1,868 "," $ 18,892 "," $ 10,380 "," $ 8,512 ","6/1/2014","6","June","2014"
"Government","Germany","Paseo","Medium","360"," $ 10 "," $ 7 "," $ 2,520 "," $ 227 "," $ 2,293 "," $ 1,800 "," $ 493 ","10/1/2014","10","October","2014"
"Channel Partners","France","Velo","Medium","1967"," $ 120 "," $ 12 "," $ 23,604 "," $ 2,124 "," $ 21,480 "," $ 5,901 "," $ 15,579 ","3/1/2014","3","March","2014"
"Midmarket","Mexico","Velo","Medium","2628"," $ 120 "," $ 15 "," $ 39,420 "," $ 3,548 "," $ 35,872 "," $ 26,280 "," $ 9,592 ","4/1/2014","4","April","2014"
"Government","Germany","VTT","Medium","360"," $ 250 "," $ 7 "," $ 2,520 "," $ 227 "," $ 2,293 "," $ 1,800 "," $ 493 ","10/1/2014","10","October","2014"
"Government","France","VTT","Medium","2682"," $ 250 "," $ 20 "," $ 53,640 "," $ 4,828 "," $ 48,812 "," $ 26,820 "," $ 21,992 ","11/1/2013","11","November","2013"
"Government","Mexico","VTT","Medium","521"," $ 250 "," $ 7 "," $ 3,647 "," $ 328 "," $ 3,319 "," $ 2,605 "," $ 714 ","12/1/2014","12","December","2014"
"Government","Mexico","Amarilla","Medium","1038"," $ 260 "," $ 20 "," $ 20,760 "," $ 1,868 "," $ 18,892 "," $ 10,380 "," $ 8,512 ","6/1/2014","6","June","2014"
"Midmarket","Canada","Amarilla","Medium","1630"," $ 260 "," $ 15 "," $ 24,458 "," $ 2,201 "," $ 22,256 "," $ 16,305 "," $ 5,951 ","7/1/2014","7","July","2014"
"Channel Partners","France","Amarilla","Medium","306"," $ 260 "," $ 12 "," $ 3,672 "," $ 330 "," $ 3,342 "," $ 918 "," $ 2,424 ","12/1/2013","12","December","2013"
"Channel Partners","United States of America","Carretera","High","386"," $ 3 "," $ 12 "," $ 4,632 "," $ 463 "," $ 4,169 "," $ 1,158 "," $ 3,011 ","10/1/2013","10","October","2013"
"Government","United States of America","Montana","High","2328"," $ 5 "," $ 7 "," $ 16,296 "," $ 1,630 "," $ 14,666 "," $ 11,640 "," $ 3,026 ","9/1/2014","9","September","2014"
"Channel Partners","United States of America","Paseo","High","386"," $ 10 "," $ 12 "," $ 4,632 "," $ 463 "," $ 4,169 "," $ 1,158 "," $ 3,011 ","10/1/2013","10","October","2013"
"Enterprise","United States of America","Carretera","High","3446"," $ 3 "," $ 125 "," $ 430,688 "," $ 43,069 "," $ 387,619 "," $ 413,460 ","-$ 25,841 ","4/1/2014","4","April","2014"
"Enterprise","France","Carretera","High","1482"," $ 3 "," $ 125 "," $ 185,250 "," $ 18,525 "," $ 166,725 "," $ 177,840 ","-$ 11,115 ","12/1/2013","12","December","2013"
"Government","United States of America","Montana","High","2313"," $ 5 "," $ 350 "," $ 809,550 "," $ 80,955 "," $ 728,595 "," $ 601,380 "," $ 127,215 ","5/1/2014","5","May","2014"
"Enterprise","United States of America","Montana","High","1804"," $ 5 "," $ 125 "," $ 225,500 "," $ 22,550 "," $ 202,950 "," $ 216,480 ","-$ 13,530 ","11/1/2013","11","November","2013"
"Midmarket","France","Montana","High","2072"," $ 5 "," $ 15 "," $ 31,080 "," $ 3,108 "," $ 27,972 "," $ 20,720 "," $ 7,252 ","12/1/2014","12","December","2014"
"Government","France","Paseo","High","1954"," $ 10 "," $ 20 "," $ 39,080 "," $ 3,908 "," $ 35,172 "," $ 19,540 "," $ 15,632 ","3/1/2014","3","March","2014"
"Small Business","Mexico","Paseo","High","591"," $ 10 "," $ 300 "," $ 177,300 "," $ 17,730 "," $ 159,570 "," $ 147,750 "," $ 11,820 ","5/1/2014","5","May","2014"
"Midmarket","France","Paseo","High","2167"," $ 10 "," $ 15 "," $ 32,505 "," $ 3,251 "," $ 29,255 "," $ 21,670 "," $ 7,585 ","10/1/2013","10","October","2013"
"Government","Germany","Paseo","High","241"," $ 10 "," $ 20 "," $ 4,820 "," $ 482 "," $ 4,338 "," $ 2,410 "," $ 1,928 ","10/1/2014","10","October","2014"
"Midmarket","Germany","Velo","High","681"," $ 120 "," $ 15 "," $ 10,215 "," $ 1,022 "," $ 9,194 "," $ 6,810 "," $ 2,384 ","1/1/2014","1","January","2014"
"Midmarket","Germany","Velo","High","510"," $ 120 "," $ 15 "," $ 7,650 "," $ 765 "," $ 6,885 "," $ 5,100 "," $ 1,785 ","4/1/2014","4","April","2014"
"Midmarket","United States of America","Velo","High","790"," $ 120 "," $ 15 "," $ 11,850 "," $ 1,185 "," $ 10,665 "," $ 7,900 "," $ 2,765 ","5/1/2014","5","May","2014"
"Government","France","Velo","High","639"," $ 120 "," $ 350 "," $ 223,650 "," $ 22,365 "," $ 201,285 "," $ 166,140 "," $ 35,145 ","7/1/2014","7","July","2014"
"Enterprise","United States of America","Velo","High","1596"," $ 120 "," $ 125 "," $ 199,500 "," $ 19,950 "," $ 179,550 "," $ 191,520 ","-$ 11,970 ","9/1/2014","9","September","2014"
"Small Business","United States of America","Velo","High","2294"," $ 120 "," $ 300 "," $ 688,200 "," $ 68,820 "," $ 619,380 "," $ 573,500 "," $ 45,880 ","10/1/2013","10","October","2013"
"Government","Germany","Velo","High","241"," $ 120 "," $ 20 "," $ 4,820 "," $ 482 "," $ 4,338 "," $ 2,410 "," $ 1,928 ","10/1/2014","10","October","2014"
"Government","Germany","Velo","High","2665"," $ 120 "," $ 7 "," $ 18,655 "," $ 1,866 "," $ 16,790 "," $ 13,325 "," $ 3,465 ","11/1/2014","11","November","2014"
"Enterprise","Canada","Velo","High","1916"," $ 120 "," $ 125 "," $ 239,500 "," $ 23,950 "," $ 215,550 "," $ 229,920 ","-$ 14,370 ","12/1/2013","12","December","2013"
"Small Business","France","Velo","High","853"," $ 120 "," $ 300 "," $ 255,900 "," $ 25,590 "," $ 230,310 "," $ 213,250 "," $ 17,060 ","12/1/2014","12","December","2014"
"Enterprise","Mexico","VTT","High","341"," $ 250 "," $ 125 "," $ 42,625 "," $ 4,263 "," $ 38,363 "," $ 40,920 ","-$ 2,558 ","5/1/2014","5","May","2014"
"Midmarket","Mexico","VTT","High","641"," $ 250 "," $ 15 "," $ 9,615 "," $ 962 "," $ 8,654 "," $ 6,410 "," $ 2,244 ","7/1/2014","7","July","2014"
"Government","United States of America","VTT","High","2807"," $ 250 "," $ 350 "," $ 982,450 "," $ 98,245 "," $ 884,205 "," $ 729,820 "," $ 154,385 ","8/1/2014","8","August","2014"
"Small Business","Mexico","VTT","High","432"," $ 250 "," $ 300 "," $ 129,600 "," $ 12,960 "," $ 116,640 "," $ 108,000 "," $ 8,640 ","9/1/2014","9","September","2014"
"Small Business","United States of America","VTT","High","2294"," $ 250 "," $ 300 "," $ 688,200 "," $ 68,820 "," $ 619,380 "," $ 573,500 "," $ 45,880 ","10/1/2013","10","October","2013"
"Midmarket","France","VTT","High","2167"," $ 250 "," $ 15 "," $ 32,505 "," $ 3,251 "," $ 29,255 "," $ 21,670 "," $ 7,585 ","10/1/2013","10","October","2013"
"Enterprise","Canada","VTT","High","2529"," $ 250 "," $ 125 "," $ 316,125 "," $ 31,613 "," $ 284,513 "," $ 303,480 ","-$ 18,968 ","11/1/2014","11","November","2014"
"Government","Germany","VTT","High","1870"," $ 250 "," $ 350 "," $ 654,500 "," $ 65,450 "," $ 589,050 "," $ 486,200 "," $ 102,850 ","12/1/2013","12","December","2013"
"Enterprise","United States of America","Amarilla","High","579"," $ 260 "," $ 125 "," $ 72,375 "," $ 7,238 "," $ 65,138 "," $ 69,480 ","-$ 4,343 ","1/1/2014","1","January","2014"
"Government","Canada","Amarilla","High","2240"," $ 260 "," $ 350 "," $ 784,000 "," $ 78,400 "," $ 705,600 "," $ 582,400 "," $ 123,200 ","2/1/2014","2","February","2014"
"Small Business","United States of America","Amarilla","High","2993"," $ 260 "," $ 300 "," $ 897,900 "," $ 89,790 "," $ 808,110 "," $ 748,250 "," $ 59,860 ","3/1/2014","3","March","2014"
"Channel Partners","Canada","Amarilla","High","3520"," $ 260 "," $ 12 "," $ 42,246 "," $ 4,225 "," $ 38,021 "," $ 10,562 "," $ 27,460 ","4/1/2014","4","April","2014"
"Government","Mexico","Amarilla","High","2039"," $ 260 "," $ 20 "," $ 40,780 "," $ 4,078 "," $ 36,702 "," $ 20,390 "," $ 16,312 ","5/1/2014","5","May","2014"
"Channel Partners","Germany","Amarilla","High","2574"," $ 260 "," $ 12 "," $ 30,888 "," $ 3,089 "," $ 27,799 "," $ 7,722 "," $ 20,077 ","8/1/2014","8","August","2014"
"Government","Canada","Amarilla","High","707"," $ 260 "," $ 350 "," $ 247,450 "," $ 24,745 "," $ 222,705 "," $ 183,820 "," $ 38,885 ","9/1/2014","9","September","2014"
"Midmarket","France","Amarilla","High","2072"," $ 260 "," $ 15 "," $ 31,080 "," $ 3,108 "," $ 27,972 "," $ 20,720 "," $ 7,252 ","12/1/2014","12","December","2014"
"Small Business","France","Amarilla","High","853"," $ 260 "," $ 300 "," $ 255,900 "," $ 25,590 "," $ 230,310 "," $ 213,250 "," $ 17,060 ","12/1/2014","12","December","2014"
"Channel Partners","France","Carretera","High","1198"," $ 3 "," $ 12 "," $ 14,376 "," $ 1,581 "," $ 12,795 "," $ 3,594 "," $ 9,201 ","10/1/2013","10","October","2013"
"Government","France","Paseo","High","2532"," $ 10 "," $ 7 "," $ 17,724 "," $ 1,950 "," $ 15,774 "," $ 12,660 "," $ 3,114 ","4/1/2014","4","April","2014"
"Channel Partners","France","Paseo","High","1198"," $ 10 "," $ 12 "," $ 14,376 "," $ 1,581 "," $ 12,795 "," $ 3,594 "," $ 9,201 ","10/1/2013","10","October","2013"
"Midmarket","Canada","Velo","High","384"," $ 120 "," $ 15 "," $ 5,760 "," $ 634 "," $ 5,126 "," $ 3,840 "," $ 1,286 ","1/1/2014","1","January","2014"
"Channel Partners","Germany","Velo","High","472"," $ 120 "," $ 12 "," $ 5,664 "," $ 623 "," $ 5,041 "," $ 1,416 "," $ 3,625 ","10/1/2014","10","October","2014"
"Government","United States of America","VTT","High","1579"," $ 250 "," $ 7 "," $ 11,053 "," $ 1,216 "," $ 9,837 "," $ 7,895 "," $ 1,942 ","3/1/2014","3","March","2014"
"Channel Partners","Mexico","VTT","High","1005"," $ 250 "," $ 12 "," $ 12,060 "," $ 1,327 "," $ 10,733 "," $ 3,015 "," $ 7,718 ","9/1/2013","9","September","2013"
"Midmarket","United States of America","Amarilla","High","3200"," $ 260 "," $ 15 "," $ 47,993 "," $ 5,279 "," $ 42,713 "," $ 31,995 "," $ 10,718 ","7/1/2014","7","July","2014"
"Channel Partners","Germany","Amarilla","High","472"," $ 260 "," $ 12 "," $ 5,664 "," $ 623 "," $ 5,041 "," $ 1,416 "," $ 3,625 ","10/1/2014","10","October","2014"
"Channel Partners","Canada","Carretera","High","1937"," $ 3 "," $ 12 "," $ 23,244 "," $ 2,557 "," $ 20,687 "," $ 5,811 "," $ 14,876 ","2/1/2014","2","February","2014"
"Government","Germany","Carretera","High","792"," $ 3 "," $ 350 "," $ 277,200 "," $ 30,492 "," $ 246,708 "," $ 205,920 "," $ 40,788 ","3/1/2014","3","March","2014"
"Small Business","Germany","Carretera","High","2811"," $ 3 "," $ 300 "," $ 843,300 "," $ 92,763 "," $ 750,537 "," $ 702,750 "," $ 47,787 ","7/1/2014","7","July","2014"
"Enterprise","France","Carretera","High","2441"," $ 3 "," $ 125 "," $ 305,125 "," $ 33,564 "," $ 271,561 "," $ 292,920 ","-$ 21,359 ","10/1/2014","10","October","2014"
"Midmarket","Canada","Carretera","High","1560"," $ 3 "," $ 15 "," $ 23,400 "," $ 2,574 "," $ 20,826 "," $ 15,600 "," $ 5,226 ","11/1/2013","11","November","2013"
"Government","Mexico","Carretera","High","2706"," $ 3 "," $ 7 "," $ 18,942 "," $ 2,084 "," $ 16,858 "," $ 13,530 "," $ 3,328 ","11/1/2013","11","November","2013"
"Government","Germany","Montana","High","766"," $ 5 "," $ 350 "," $ 268,100 "," $ 29,491 "," $ 238,609 "," $ 199,160 "," $ 39,449 ","1/1/2014","1","January","2014"
"Government","Germany","Montana","High","2992"," $ 5 "," $ 20 "," $ 59,840 "," $ 6,582 "," $ 53,258 "," $ 29,920 "," $ 23,338 ","10/1/2013","10","October","2013"
"Midmarket","Mexico","Montana","High","2157"," $ 5 "," $ 15 "," $ 32,355 "," $ 3,559 "," $ 28,796 "," $ 21,570 "," $ 7,226 ","12/1/2014","12","December","2014"
"Small Business","Canada","Paseo","High","873"," $ 10 "," $ 300 "," $ 261,900 "," $ 28,809 "," $ 233,091 "," $ 218,250 "," $ 14,841 ","1/1/2014","1","January","2014"
"Government","Mexico","Paseo","High","1122"," $ 10 "," $ 20 "," $ 22,440 "," $ 2,468 "," $ 19,972 "," $ 11,220 "," $ 8,752 ","3/1/2014","3","March","2014"
"Government","Canada","Paseo","High","2104"," $ 10 "," $ 350 "," $ 736,575 "," $ 81,023 "," $ 655,552 "," $ 547,170 "," $ 108,382 ","7/1/2014","7","July","2014"
"Channel Partners","Canada","Paseo","High","4026"," $ 10 "," $ 12 "," $ 48,312 "," $ 5,314 "," $ 42,998 "," $ 12,078 "," $ 30,920 ","7/1/2014","7","July","2014"
"Channel Partners","France","Paseo","High","2426"," $ 10 "," $ 12 "," $ 29,106 "," $ 3,202 "," $ 25,904 "," $ 7,277 "," $ 18,628 ","7/1/2014","7","July","2014"
"Government","Canada","Paseo","High","2394"," $ 10 "," $ 20 "," $ 47,880 "," $ 5,267 "," $ 42,613 "," $ 23,940 "," $ 18,673 ","8/1/2014","8","August","2014"
"Midmarket","Mexico","Paseo","High","1984"," $ 10 "," $ 15 "," $ 29,760 "," $ 3,274 "," $ 26,486 "," $ 19,840 "," $ 6,646 ","8/1/2014","8","August","2014"
"Enterprise","France","Paseo","High","2441"," $ 10 "," $ 125 "," $ 305,125 "," $ 33,564 "," $ 271,561 "," $ 292,920 ","-$ 21,359 ","10/1/2014","10","October","2014"
"Government","Germany","Paseo","High","2992"," $ 10 "," $ 20 "," $ 59,840 "," $ 6,582 "," $ 53,258 "," $ 29,920 "," $ 23,338 ","10/1/2013","10","October","2013"
"Small Business","Canada","Paseo","High","1366"," $ 10 "," $ 300 "," $ 409,800 "," $ 45,078 "," $ 364,722 "," $ 341,500 "," $ 23,222 ","11/1/2014","11","November","2014"
"Government","France","Velo","High","2805"," $ 120 "," $ 20 "," $ 56,100 "," $ 6,171 "," $ 49,929 "," $ 28,050 "," $ 21,879 ","9/1/2013","9","September","2013"
"Midmarket","Mexico","Velo","High","655"," $ 120 "," $ 15 "," $ 9,825 "," $ 1,081 "," $ 8,744 "," $ 6,550 "," $ 2,194 ","9/1/2013","9","September","2013"
"Government","Mexico","Velo","High","344"," $ 120 "," $ 350 "," $ 120,400 "," $ 13,244 "," $ 107,156 "," $ 89,440 "," $ 17,716 ","10/1/2013","10","October","2013"
"Government","Canada","Velo","High","1808"," $ 120 "," $ 7 "," $ 12,656 "," $ 1,392 "," $ 11,264 "," $ 9,040 "," $ 2,224 ","11/1/2014","11","November","2014"
"Channel Partners","France","VTT","High","1734"," $ 250 "," $ 12 "," $ 20,808 "," $ 2,289 "," $ 18,519 "," $ 5,202 "," $ 13,317 ","1/1/2014","1","January","2014"
"Enterprise","Mexico","VTT","High","554"," $ 250 "," $ 125 "," $ 69,250 "," $ 7,618 "," $ 61,633 "," $ 66,480 ","-$ 4,848 ","1/1/2014","1","January","2014"
"Government","Canada","VTT","High","2935"," $ 250 "," $ 20 "," $ 58,700 "," $ 6,457 "," $ 52,243 "," $ 29,350 "," $ 22,893 ","11/1/2013","11","November","2013"
"Enterprise","Germany","Amarilla","High","3165"," $ 260 "," $ 125 "," $ 395,625 "," $ 43,519 "," $ 352,106 "," $ 379,800 ","-$ 27,694 ","1/1/2014","1","January","2014"
"Government","Mexico","Amarilla","High","2629"," $ 260 "," $ 20 "," $ 52,580 "," $ 5,784 "," $ 46,796 "," $ 26,290 "," $ 20,506 ","1/1/2014","1","January","2014"
"Enterprise","France","Amarilla","High","1433"," $ 260 "," $ 125 "," $ 179,125 "," $ 19,704 "," $ 159,421 "," $ 171,960 ","-$ 12,539 ","5/1/2014","5","May","2014"
"Enterprise","Mexico","Amarilla","High","947"," $ 260 "," $ 125 "," $ 118,375 "," $ 13,021 "," $ 105,354 "," $ 113,640 ","-$ 8,286 ","9/1/2013","9","September","2013"
"Government","Mexico","Amarilla","High","344"," $ 260 "," $ 350 "," $ 120,400 "," $ 13,244 "," $ 107,156 "," $ 89,440 "," $ 17,716 ","10/1/2013","10","October","2013"
"Midmarket","Mexico","Amarilla","High","2157"," $ 260 "," $ 15 "," $ 32,355 "," $ 3,559 "," $ 28,796 "," $ 21,570 "," $ 7,226 ","12/1/2014","12","December","2014"
"Government","United States of America","Paseo","High","380"," $ 10 "," $ 7 "," $ 2,660 "," $ 293 "," $ 2,367 "," $ 1,900 "," $ 467 ","9/1/2013","9","September","2013"
"Government","Mexico","Carretera","High","886"," $ 3 "," $ 350 "," $ 310,100 "," $ 37,212 "," $ 272,888 "," $ 230,360 "," $ 42,528 ","6/1/2014","6","June","2014"
"Enterprise","Canada","Carretera","High","2416"," $ 3 "," $ 125 "," $ 302,000 "," $ 36,240 "," $ 265,760 "," $ 289,920 ","-$ 24,160 ","9/1/2013","9","September","2013"
"Enterprise","Mexico","Carretera","High","2156"," $ 3 "," $ 125 "," $ 269,500 "," $ 32,340 "," $ 237,160 "," $ 258,720 ","-$ 21,560 ","10/1/2014","10","October","2014"
"Midmarket","Canada","Carretera","High","2689"," $ 3 "," $ 15 "," $ 40,335 "," $ 4,840 "," $ 35,495 "," $ 26,890 "," $ 8,605 ","11/1/2014","11","November","2014"
"Midmarket","United States of America","Montana","High","677"," $ 5 "," $ 15 "," $ 10,155 "," $ 1,219 "," $ 8,936 "," $ 6,770 "," $ 2,166 ","3/1/2014","3","March","2014"
"Small Business","France","Montana","High","1773"," $ 5 "," $ 300 "," $ 531,900 "," $ 63,828 "," $ 468,072 "," $ 443,250 "," $ 24,822 ","4/1/2014","4","April","2014"
"Government","Mexico","Montana","High","2420"," $ 5 "," $ 7 "," $ 16,940 "," $ 2,033 "," $ 14,907 "," $ 12,100 "," $ 2,807 ","9/1/2014","9","September","2014"
"Government","Canada","Montana","High","2734"," $ 5 "," $ 7 "," $ 19,138 "," $ 2,297 "," $ 16,841 "," $ 13,670 "," $ 3,171 ","10/1/2014","10","October","2014"
"Government","Mexico","Montana","High","1715"," $ 5 "," $ 20 "," $ 34,300 "," $ 4,116 "," $ 30,184 "," $ 17,150 "," $ 13,034 ","10/1/2013","10","October","2013"
"Small Business","France","Montana","High","1186"," $ 5 "," $ 300 "," $ 355,800 "," $ 42,696 "," $ 313,104 "," $ 296,500 "," $ 16,604 ","12/1/2013","12","December","2013"
"Small Business","United States of America","Paseo","High","3495"," $ 10 "," $ 300 "," $ 1,048,500 "," $ 125,820 "," $ 922,680 "," $ 873,750 "," $ 48,930 ","1/1/2014","1","January","2014"
"Government","Mexico","Paseo","High","886"," $ 10 "," $ 350 "," $ 310,100 "," $ 37,212 "," $ 272,888 "," $ 230,360 "," $ 42,528 ","6/1/2014","6","June","2014"
"Enterprise","Mexico","Paseo","High","2156"," $ 10 "," $ 125 "," $ 269,500 "," $ 32,340 "," $ 237,160 "," $ 258,720 ","-$ 21,560 ","10/1/2014","10","October","2014"
"Government","Mexico","Paseo","High","905"," $ 10 "," $ 20 "," $ 18,100 "," $ 2,172 "," $ 15,928 "," $ 9,050 "," $ 6,878 ","10/1/2014","10","October","2014"
"Government","Mexico","Paseo","High","1715"," $ 10 "," $ 20 "," $ 34,300 "," $ 4,116 "," $ 30,184 "," $ 17,150 "," $ 13,034 ","10/1/2013","10","October","2013"
"Government","France","Paseo","High","1594"," $ 10 "," $ 350 "," $ 557,900 "," $ 66,948 "," $ 490,952 "," $ 414,440 "," $ 76,512 ","11/1/2014","11","November","2014"
"Small Business","Germany","Paseo","High","1359"," $ 10 "," $ 300 "," $ 407,700 "," $ 48,924 "," $ 358,776 "," $ 339,750 "," $ 19,026 ","11/1/2014","11","November","2014"
"Small Business","Mexico","Paseo","High","2150"," $ 10 "," $ 300 "," $ 645,000 "," $ 77,400 "," $ 567,600 "," $ 537,500 "," $ 30,100 ","11/1/2014","11","November","2014"
"Government","Mexico","Paseo","High","1197"," $ 10 "," $ 350 "," $ 418,950 "," $ 50,274 "," $ 368,676 "," $ 311,220 "," $ 57,456 ","11/1/2014","11","November","2014"
"Midmarket","Mexico","Paseo","High","380"," $ 10 "," $ 15 "," $ 5,700 "," $ 684 "," $ 5,016 "," $ 3,800 "," $ 1,216 ","12/1/2013","12","December","2013"
"Government","Mexico","Paseo","High","1233"," $ 10 "," $ 20 "," $ 24,660 "," $ 2,959 "," $ 21,701 "," $ 12,330 "," $ 9,371 ","12/1/2014","12","December","2014"
"Government","Mexico","Velo","High","1395"," $ 120 "," $ 350 "," $ 488,250 "," $ 58,590 "," $ 429,660 "," $ 362,700 "," $ 66,960 ","7/1/2014","7","July","2014"
"Government","United States of America","Velo","High","986"," $ 120 "," $ 350 "," $ 345,100 "," $ 41,412 "," $ 303,688 "," $ 256,360 "," $ 47,328 ","10/1/2014","10","October","2014"
"Government","Mexico","Velo","High","905"," $ 120 "," $ 20 "," $ 18,100 "," $ 2,172 "," $ 15,928 "," $ 9,050 "," $ 6,878 ","10/1/2014","10","October","2014"
"Channel Partners","Canada","VTT","High","2109"," $ 250 "," $ 12 "," $ 25,308 "," $ 3,037 "," $ 22,271 "," $ 6,327 "," $ 15,944 ","5/1/2014","5","May","2014"
"Midmarket","France","VTT","High","3874"," $ 250 "," $ 15 "," $ 58,118 "," $ 6,974 "," $ 51,143 "," $ 38,745 "," $ 12,398 ","7/1/2014","7","July","2014"
"Government","Canada","VTT","High","623"," $ 250 "," $ 350 "," $ 218,050 "," $ 26,166 "," $ 191,884 "," $ 161,980 "," $ 29,904 ","9/1/2013","9","September","2013"
"Government","United States of America","VTT","High","986"," $ 250 "," $ 350 "," $ 345,100 "," $ 41,412 "," $ 303,688 "," $ 256,360 "," $ 47,328 ","10/1/2014","10","October","2014"
"Enterprise","United States of America","VTT","High","2387"," $ 250 "," $ 125 "," $ 298,375 "," $ 35,805 "," $ 262,570 "," $ 286,440 ","-$ 23,870 ","11/1/2014","11","November","2014"
"Government","Mexico","VTT","High","1233"," $ 250 "," $ 20 "," $ 24,660 "," $ 2,959 "," $ 21,701 "," $ 12,330 "," $ 9,371 ","12/1/2014","12","December","2014"
"Government","United States of America","Amarilla","High","270"," $ 260 "," $ 350 "," $ 94,500 "," $ 11,340 "," $ 83,160 "," $ 70,200 "," $ 12,960 ","2/1/2014","2","February","2014"
"Government","France","Amarilla","High","3422"," $ 260 "," $ 7 "," $ 23,951 "," $ 2,874 "," $ 21,076 "," $ 17,108 "," $ 3,969 ","7/1/2014","7","July","2014"
"Government","Canada","Amarilla","High","2734"," $ 260 "," $ 7 "," $ 19,138 "," $ 2,297 "," $ 16,841 "," $ 13,670 "," $ 3,171 ","10/1/2014","10","October","2014"
"Midmarket","United States of America","Amarilla","High","2548"," $ 260 "," $ 15 "," $ 38,220 "," $ 4,586 "," $ 33,634 "," $ 25,480 "," $ 8,154 ","11/1/2013","11","November","2013"
"Government","France","Carretera","High","2522"," $ 3 "," $ 20 "," $ 50,430 "," $ 6,052 "," $ 44,378 "," $ 25,215 "," $ 19,163 ","1/1/2014","1","January","2014"
"Channel Partners","Mexico","Montana","High","2661"," $ 5 "," $ 12 "," $ 31,932 "," $ 3,832 "," $ 28,100 "," $ 7,983 "," $ 20,117 ","5/1/2014","5","May","2014"
"Government","Germany","Paseo","High","1531"," $ 10 "," $ 20 "," $ 30,620 "," $ 3,674 "," $ 26,946 "," $ 15,310 "," $ 11,636 ","12/1/2014","12","December","2014"
"Government","France","VTT","High","1491"," $ 250 "," $ 7 "," $ 10,437 "," $ 1,252 "," $ 9,185 "," $ 7,455 "," $ 1,730 ","3/1/2014","3","March","2014"
"Government","Germany","VTT","High","1531"," $ 250 "," $ 20 "," $ 30,620 "," $ 3,674 "," $ 26,946 "," $ 15,310 "," $ 11,636 ","12/1/2014","12","December","2014"
"Channel Partners","Canada","Amarilla","High","2761"," $ 260 "," $ 12 "," $ 33,132 "," $ 3,976 "," $ 29,156 "," $ 8,283 "," $ 20,873 ","9/1/2013","9","September","2013"
"Midmarket","United States of America","Carretera","High","2567"," $ 3 "," $ 15 "," $ 38,505 "," $ 5,006 "," $ 33,499 "," $ 25,670 "," $ 7,829 ","6/1/2014","6","June","2014"
"Midmarket","United States of America","VTT","High","2567"," $ 250 "," $ 15 "," $ 38,505 "," $ 5,006 "," $ 33,499 "," $ 25,670 "," $ 7,829 ","6/1/2014","6","June","2014"
"Government","Canada","Carretera","High","923"," $ 3 "," $ 350 "," $ 323,050 "," $ 41,997 "," $ 281,054 "," $ 239,980 "," $ 41,074 ","3/1/2014","3","March","2014"
"Government","France","Carretera","High","1790"," $ 3 "," $ 350 "," $ 626,500 "," $ 81,445 "," $ 545,055 "," $ 465,400 "," $ 79,655 ","3/1/2014","3","March","2014"
"Government","Germany","Carretera","High","442"," $ 3 "," $ 20 "," $ 8,840 "," $ 1,149 "," $ 7,691 "," $ 4,420 "," $ 3,271 ","9/1/2013","9","September","2013"
"Government","United States of America","Montana","High","982"," $ 5 "," $ 350 "," $ 343,875 "," $ 44,704 "," $ 299,171 "," $ 255,450 "," $ 43,721 ","1/1/2014","1","January","2014"
"Government","United States of America","Montana","High","1298"," $ 5 "," $ 7 "," $ 9,086 "," $ 1,181 "," $ 7,905 "," $ 6,490 "," $ 1,415 ","2/1/2014","2","February","2014"
"Channel Partners","Mexico","Montana","High","604"," $ 5 "," $ 12 "," $ 7,248 "," $ 942 "," $ 6,306 "," $ 1,812 "," $ 4,494 ","6/1/2014","6","June","2014"
"Government","Mexico","Montana","High","2255"," $ 5 "," $ 20 "," $ 45,100 "," $ 5,863 "," $ 39,237 "," $ 22,550 "," $ 16,687 ","7/1/2014","7","July","2014"
"Government","Canada","Montana","High","1249"," $ 5 "," $ 20 "," $ 24,980 "," $ 3,247 "," $ 21,733 "," $ 12,490 "," $ 9,243 ","10/1/2014","10","October","2014"
"Government","United States of America","Paseo","High","1438"," $ 10 "," $ 7 "," $ 10,070 "," $ 1,309 "," $ 8,760 "," $ 7,193 "," $ 1,568 ","1/1/2014","1","January","2014"
"Small Business","Germany","Paseo","High","807"," $ 10 "," $ 300 "," $ 242,100 "," $ 31,473 "," $ 210,627 "," $ 201,750 "," $ 8,877 ","1/1/2014","1","January","2014"
